Train-loss,Val-loss
7.7929076533444555,1.0236956667283486
1.0165173825631846,0.9799917008856247
0.9913013318099108,1.0385409164531478
0.910457085626027,0.8346281343557197
0.8592246384247881,1.0350753627717495
0.8321208159384859,0.8443759842936335
0.8217069094686983,1.0010786106135567
0.8129619868324999,0.8510784320533276
0.804704101634599,0.8399734263276232
0.8172457059685307,0.7840599075345129
0.7397151259878247,0.7263128284108022
0.721051288647033,0.7065647049036262
0.7035307727523685,0.7317169205735212
0.6925268078101254,0.6946107863833935
0.6923017003205428,0.6748337164071614
0.6813193325631807,0.6586797554367061
0.6723836864187955,0.6852924846241186
0.6795723128334149,0.6626848175495478
0.6722965707996047,0.7537110037459381
0.673784060960578,0.6636079702333644
0.6319154309832149,0.6455905880971715
0.6273864796481181,0.6422623771178568
0.6246267193576315,0.6437727798996814
0.6223802523258626,0.6461187198693896
0.6231270513122844,0.6369112294552655
0.625892019084946,0.6358502488583326
0.6194559463469433,0.6356536118827504
0.6179016229546151,0.6370633913782137
0.6214486982071727,0.6396059392598169
0.6156505450631949,0.6454313209216143
0.6124511795227265,0.6346388611910415
0.6038034018833203,0.6339742741708098
0.6072052591880367,0.6372920247115965
0.6034610457718372,0.6377087781077315
0.6032265842703405,0.6362476997912444
0.6090858984495356,0.6394818875745967
0.6069353988131707,0.6339383165127245
0.6079919650331396,0.6389546781649877
0.6036918265713039,0.6341454991749649
0.6006636383248768,0.6397040053110185
0.6071799877659767,0.6383839620534202
0.6010730407645613,0.6339794846315836
0.6066919787694088,0.6352866669667179
0.6060272913707798,0.6360047639443956
0.5977781417545994,0.6356419980654429
0.6038164424860396,0.6358438247879004
0.6023821206411341,0.6356370626980888
